Num,Dossier,Fichier,Date_validation,Validation,Id,Id_avant validation,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Site,Opérateur,Machine,Action,Projet,Habitat1,Habitat2
6036,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_224300_588.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,22,43,12/07/2014,22:43,12/07/2014,LIFEC,10,48,0,7,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6037,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_224304_000.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,22,43,12/07/2014,22:43,12/07/2014,LIFEC,8,45,108,10,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6038,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_225349_854.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,22,53,12/07/2014,22:53,12/07/2014,LIFEC,53,47,73,6,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6039,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_225448_464.wav,,,ChiroSp,ChiroSp,Principal,ENVsp,3,Eptser,1,2014,7,12,22,54,12/07/2014,22:54,12/07/2014,LIFEC,81,28,0,7,8,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6040,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_225453_465.wav,,,ENVsp,ENVsp,Principal,ENVsp,6,Eptser,4,2014,7,12,22,54,12/07/2014,22:54,12/07/2014,LIFEC,22,27,0,9,9,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6041,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_225622_074.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,22,56,12/07/2014,22:56,12/07/2014,LIFEC,58,49,74,4,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6042,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_225627_074.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,22,56,12/07/2014,22:56,12/07/2014,LIFEC,5,46,84,7,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6043,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_225645_598.wav,,,ENVsp,ENVsp,Principal,ENVsp,10,Eptser,3,2014,7,12,22,56,12/07/2014,22:56,12/07/2014,LIFEC,29,28,134,9,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6044,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_225650_598.wav,,,ENVsp,ENVsp,Principal,ENVsp,6,Eptser,1,2014,7,12,22,56,12/07/2014,22:56,12/07/2014,LIFEC,6,26,0,7,2,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6045,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230154_371.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,1,12/07/2014,23:01,12/07/2014,LIFEC,50,47,75,6,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6046,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230159_372.wav,,,PippiT,PippiT,Principal,Pip50,8,PippiT,8,2014,7,12,23,1,12/07/2014,23:01,12/07/2014,LIFEC,11,44,93,8,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6047,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230207_762.wav,,,ENVsp,ENVsp,Principal,ENVsp,6,Eptser,2,2014,7,12,23,2,12/07/2014,23:02,12/07/2014,LIFEC,40,28,0,8,5,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6048,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230212_763.wav,,,ChiroSp,ChiroSp,Principal,ENVsp,2,Eptser,1,2014,7,12,23,2,12/07/2014,23:02,12/07/2014,LIFEC,6,28,0,8,3,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6049,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230239_109.wav,,,PippiT,PippiT,Principal,Pip50,7,PippiT,7,2014,7,12,23,2,12/07/2014,23:02,12/07/2014,LIFEC,15,43,181,8,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6050,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230329_772.wav,,,ENVsp,ENVsp,Principal,ENVsp,8,Eptser,2,2014,7,12,23,3,12/07/2014,23:03,12/07/2014,LIFEC,36,29,131,8,3,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6051,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230334_772.wav,,,ENVsp,ENVsp,Principal,ENVsp,10,Eptser,4,2014,7,12,23,3,12/07/2014,23:03,12/07/2014,LIFEC,19,27,150,10,5,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6052,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230351_820.wav,,,PippiT,PippiT,Principal,Pip50,9,PippiT,9,2014,7,12,23,3,12/07/2014,23:03,12/07/2014,LIFEC,53,51,73,4,2,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6053,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230356_820.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,3,12/07/2014,23:03,12/07/2014,LIFEC,95,49,0,5,2,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6054,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230401_821.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,4,12/07/2014,23:04,12/07/2014,LIFEC,23,46,85,8,2,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6055,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230514_614.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,5,12/07/2014,23:05,12/07/2014,LIFEC,54,51,78,7,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6056,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230519_615.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,5,12/07/2014,23:05,12/07/2014,LIFEC,29,48,79,4,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6057,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230530_686.wav,,,PippiT,PippiT,Principal,Pip50,9,PippiT,9,2014,7,12,23,5,12/07/2014,23:05,12/07/2014,LIFEC,42,47,88,7,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6058,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230535_687.wav,,,PippiT,PippiT,Principal,Pip50,9,PippiT,9,2014,7,12,23,5,12/07/2014,23:05,12/07/2014,LIFEC,7,51,75,4,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6059,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230537_010.wav,,,PippiT,PippiT,Principal,Pip50,9,PippiT,9,2014,7,12,23,5,12/07/2014,23:05,12/07/2014,LIFEC,9,44,80,7,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6060,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_230921_140.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,9,12/07/2014,23:09,12/07/2014,LIFEC,11,44,128,9,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6061,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_231718_773.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,17,12/07/2014,23:17,12/07/2014,LIFEC,39,47,75,6,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6062,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_231727_368.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,17,12/07/2014,23:17,12/07/2014,LIFEC,26,51,91,7,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6063,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_231824_358.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,18,12/07/2014,23:18,12/07/2014,LIFEC,36,48,93,9,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6064,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_232252_109.wav,,,PippiT,PippiT,Principal,Pip50,8,PippiT,8,2014,7,12,23,22,12/07/2014,23:22,12/07/2014,LIFEC,59,49,0,3,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6065,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_232256_222.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,22,12/07/2014,23:22,12/07/2014,LIFEC,44,51,67,6,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6066,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_232518_986.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,25,12/07/2014,23:25,12/07/2014,LIFEC,40,50,0,6,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6067,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_232719_451.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,27,12/07/2014,23:27,12/07/2014,LIFEC,28,51,83,6,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6068,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_233051_580.wav,,,PippiT,PippiT,Principal,Pip50,8,PippiT,8,2014,7,12,23,30,12/07/2014,23:30,12/07/2014,LIFEC,3,50,0,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6069,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_233333_876.wav,,,PippiT,PippiT,Principal,Pip50,9,PippiT,9,2014,7,12,23,33,12/07/2014,23:33,12/07/2014,LIFEC,34,45,111,8,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6070,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_233338_877.wav,,,PippiT,PippiT,Principal,Pip50,8,PippiT,8,2014,7,12,23,33,12/07/2014,23:33,12/07/2014,LIFEC,1,44,0,5,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6071,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_233342_265.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,12,23,33,12/07/2014,23:33,12/07/2014,LIFEC,17,46,68,6,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6072,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_233348_727.wav,,,Pip50,Pip50,Principal,Pip50,7,PippiT,5,2014,7,12,23,33,12/07/2014,23:33,12/07/2014,LIFEC,15,51,76,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6073,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_235530_499.wav,,,ChiroSp,ChiroSp,Principal,Pip50,4,PippiT,4,2014,7,12,23,55,12/07/2014,23:55,12/07/2014,LIFEC,4,50,35,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6074,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_235846_494.wav,,,Pip50,Pip50,Principal,Pip50,6,PippiT,4,2014,7,12,23,58,12/07/2014,23:58,12/07/2014,LIFEC,8,51,75,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6075,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_235947_050.wav,,,PippiT,PippiT,Principal,Pip50,6,PippiT,6,2014,7,12,23,59,12/07/2014,23:59,12/07/2014,LIFEC,8,53,76,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6076,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_000002_912.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,13,0,0,13/07/2014,0:00,12/07/2014,LIFEC,53,50,80,6,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6077,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_000008_747.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,13,0,0,13/07/2014,0:00,12/07/2014,LIFEC,32,51,83,6,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6078,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001005_665.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,13,0,10,13/07/2014,0:10,12/07/2014,LIFEC,51,51,76,5,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6079,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001104_171.wav,,,ChiroSp,ChiroSp,Principal,Myosp,0,Myoalc,0,2014,7,13,0,11,13/07/2014,0:11,12/07/2014,LIFEC,4,52,1,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6080,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001122_500.wav,,,PippiT,PippiT,Principal,Pip50,9,PippiT,9,2014,7,13,0,11,13/07/2014,0:11,12/07/2014,LIFEC,20,53,77,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6081,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001242_582.wav,,,ChiroSp,ChiroSp,Principal,Pip50,5,PippiT,5,2014,7,13,0,12,13/07/2014,0:12,12/07/2014,LIFEC,8,55,72,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6082,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001253_012.wav,,,PippiT,PippiT,Principal,Pip50,7,PippiT,7,2014,7,13,0,12,13/07/2014,0:12,12/07/2014,LIFEC,9,52,52,3,1,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6083,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001310_436.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,13,0,13,13/07/2014,0:13,12/07/2014,LIFEC,15,51,66,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6084,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001343_879.wav,,,PippiT,PippiT,Principal,Pip50,6,PippiT,6,2014,7,13,0,13,13/07/2014,0:13,12/07/2014,LIFEC,11,53,79,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6085,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001347_776.wav,,,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2014,7,13,0,13,13/07/2014,0:13,12/07/2014,LIFEC,23,46,109,9,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6086,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001639_824.wav,,,ChiroSp,ChiroSp,Principal,Pip50,3,PippiT,3,2014,7,13,0,16,13/07/2014,0:16,12/07/2014,LIFEC,12,53,69,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6087,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001650_040.wav,,,PippiT,PippiT,Principal,Pip50,6,PippiT,6,2014,7,13,0,16,13/07/2014,0:16,12/07/2014,LIFEC,10,51,82,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6088,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001728_939.wav,,,PippiT,PippiT,Principal,Pip50,7,PippiT,7,2014,7,13,0,17,13/07/2014,0:17,12/07/2014,LIFEC,13,51,0,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6089,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001754_638.wav,,,PippiT,PippiT,Principal,Pip50,7,PippiT,7,2014,7,13,0,17,13/07/2014,0:17,12/07/2014,LIFEC,10,52,0,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6090,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001809_150.wav,,,PippiT,PippiT,Principal,Pip50,8,PippiT,8,2014,7,13,0,18,13/07/2014,0:18,12/07/2014,LIFEC,3,52,0,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6091,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001822_799.wav,,,ChiroSp,ChiroSp,Principal,Pip50,4,PippiT,4,2014,7,13,0,18,13/07/2014,0:18,12/07/2014,LIFEC,5,53,1,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6092,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001838_826.wav,,,PippiT,PippiT,Principal,Pip50,6,PippiT,6,2014,7,13,0,18,13/07/2014,0:18,12/07/2014,LIFEC,27,53,55,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6093,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001850_710.wav,,,ChiroSp,ChiroSp,Principal,Pip50,0,PippiT,0,2014,7,13,0,18,13/07/2014,0:18,12/07/2014,LIFEC,2,53,0,1,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6094,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001903_906.wav,,,ChiroSp,ChiroSp,Principal,Pip50,2,PippiT,2,2014,7,13,0,19,13/07/2014,0:19,12/07/2014,LIFEC,8,56,75,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6095,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001917_658.wav,,,ChiroSp,ChiroSp,Principal,Pip50,5,PippiT,5,2014,7,13,0,19,13/07/2014,0:19,12/07/2014,LIFEC,5,53,65,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6096,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001931_975.wav,,,PippiT,PippiT,Principal,Pip50,6,PippiT,6,2014,7,13,0,19,13/07/2014,0:19,12/07/2014,LIFEC,17,53,71,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6097,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_001947_314.wav,,,ChiroSp,ChiroSp,Principal,Pip50,4,PippiT,4,2014,7,13,0,19,13/07/2014,0:19,12/07/2014,LIFEC,6,53,75,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6098,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_002043_338.wav,,,PippiT,PippiT,Principal,Pip50,9,PippiT,9,2014,7,13,0,20,13/07/2014,0:20,12/07/2014,LIFEC,14,53,78,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6099,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_002310_403.wav,,,PippiT,PippiT,Principal,Pip50,8,PippiT,8,2014,7,13,0,23,13/07/2014,0:23,12/07/2014,LIFEC,6,53,74,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6100,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_002347_230.wav,,,ChiroSp,ChiroSp,Principal,Pip50,4,PippiT,4,2014,7,13,0,23,13/07/2014,0:23,12/07/2014,LIFEC,17,53,68,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6101,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_002404_856.wav,,,Pip50,Pip50,Principal,Pip50,6,PippiT,3,2014,7,13,0,24,13/07/2014,0:24,12/07/2014,LIFEC,2,54,0,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
6102,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_002424_952.wav,,,PippiT,PippiT,Principal,Pip50,8,PippiT,8,2014,7,13,0,24,13/07/2014,0:24,12/07/2014,LIFEC,18,52,74,2,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
