Directory,File,File2,Validation,Id,Id_avant validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Opérateur,Habitat1,Habitat2,Machine,Projet
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034710_083.wav,LIFEA_20140609_034710_083.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,47,9/06/2014,3:47,8/06/2014,LIFEA,51,48,0,6,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034715_806.wav,LIFEA_20140609_034715_806.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,47,9/06/2014,3:47,8/06/2014,LIFEA,47,47,0,5,9,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034723_264.wav,LIFEA_20140609_034723_264.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,47,9/06/2014,3:47,8/06/2014,LIFEA,58,50,0,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034817_363.wav,LIFEA_20140609_034817_363.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,9,3,48,9/06/2014,3:48,8/06/2014,LIFEA,54,50,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034826_195.wav,LIFEA_20140609_034826_195.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,48,9/06/2014,3:48,8/06/2014,LIFEA,33,45,81,6,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034852_410.wav,LIFEA_20140609_034852_410.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,9,3,48,9/06/2014,3:48,8/06/2014,LIFEA,85,47,0,6,6,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034857_410.wav,LIFEA_20140609_034857_410.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,48,9/06/2014,3:48,8/06/2014,LIFEA,23,48,0,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034903_044.wav,LIFEA_20140609_034903_044.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,49,9/06/2014,3:49,8/06/2014,LIFEA,79,49,0,5,5,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034908_045.wav,LIFEA_20140609_034908_045.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,49,9/06/2014,3:49,8/06/2014,LIFEA,11,48,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034921_576.wav,LIFEA_20140609_034921_576.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,49,9/06/2014,3:49,8/06/2014,LIFEA,56,48,0,4,3,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034926_822.wav,LIFEA_20140609_034926_822.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,49,9/06/2014,3:49,8/06/2014,LIFEA,64,48,0,6,5,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034936_302.wav,LIFEA_20140609_034936_302.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,49,9/06/2014,3:49,8/06/2014,LIFEA,75,49,0,5,1,5,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034942_992.wav,LIFEA_20140609_034942_992.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,49,9/06/2014,3:49,8/06/2014,LIFEA,104,50,0,6,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034947_993.wav,LIFEA_20140609_034947_993.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,49,9/06/2014,3:49,8/06/2014,LIFEA,40,48,74,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_034952_235.wav,LIFEA_20140609_034952_235.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,49,9/06/2014,3:49,8/06/2014,LIFEA,67,47,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035007_133.wav,LIFEA_20140609_035007_133.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,50,9/06/2014,3:50,8/06/2014,LIFEA,23,45,87,6,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035013_680.wav,LIFEA_20140609_035013_680.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,50,9/06/2014,3:50,8/06/2014,LIFEA,55,48,0,6,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035018_577.wav,LIFEA_20140609_035018_577.wav,,ChiroSp,ChiroSp,Main,Pip50,4,PippiT,4,2014,6,9,3,50,9/06/2014,3:50,8/06/2014,LIFEA,15,48,0,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035027_463.wav,LIFEA_20140609_035027_463.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,9,3,50,9/06/2014,3:50,8/06/2014,LIFEA,11,45,0,5,5,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035038_907.wav,LIFEA_20140609_035038_907.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,50,9/06/2014,3:50,8/06/2014,LIFEA,31,50,0,5,6,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035045_087.wav,LIFEA_20140609_035045_087.wav,,ChiroSp,ChiroSp,Main,Pip50,5,PippiT,5,2014,6,9,3,50,9/06/2014,3:50,8/06/2014,LIFEA,32,44,0,6,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035120_508.wav,LIFEA_20140609_035120_508.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,9,3,51,9/06/2014,3:51,8/06/2014,LIFEA,14,44,0,5,3,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035127_583.wav,LIFEA_20140609_035127_583.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,51,9/06/2014,3:51,8/06/2014,LIFEA,79,47,0,6,6,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035131_662.wav,LIFEA_20140609_035131_662.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,9,3,51,9/06/2014,3:51,8/06/2014,LIFEA,45,44,0,5,3,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035135_599.wav,LIFEA_20140609_035135_599.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,51,9/06/2014,3:51,8/06/2014,LIFEA,102,48,0,6,7,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035146_725.wav,LIFEA_20140609_035146_725.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,51,9/06/2014,3:51,8/06/2014,LIFEA,44,48,75,6,6,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035204_000.wav,LIFEA_20140609_035204_000.wav,,ChiroSp,ChiroSp,Main,Pip50,0,PippiT,0,2014,6,9,3,52,9/06/2014,3:52,8/06/2014,LIFEA,4,44,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035215_333.wav,LIFEA_20140609_035215_333.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,9,3,52,9/06/2014,3:52,8/06/2014,LIFEA,33,44,0,6,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035219_606.wav,LIFEA_20140609_035219_606.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,9,3,52,9/06/2014,3:52,8/06/2014,LIFEA,38,46,0,5,2,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035239_095.wav,LIFEA_20140609_035239_095.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,9,3,52,9/06/2014,3:52,8/06/2014,LIFEA,56,45,75,6,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035244_096.wav,LIFEA_20140609_035244_096.wav,,ChiroSp,ChiroSp,Main,Pip50,5,PippiT,5,2014,6,9,3,52,9/06/2014,3:52,8/06/2014,LIFEA,8,45,0,5,4,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035259_594.wav,LIFEA_20140609_035259_594.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,52,9/06/2014,3:52,8/06/2014,LIFEA,84,49,0,6,6,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035304_595.wav,LIFEA_20140609_035304_595.wav,,ChiroSp,ChiroSp,Main,Pip50,1,PippiT,1,2014,6,9,3,53,9/06/2014,3:53,8/06/2014,LIFEA,4,48,3,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035309_978.wav,LIFEA_20140609_035309_978.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,53,9/06/2014,3:53,8/06/2014,LIFEA,96,50,0,5,6,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035314_979.wav,LIFEA_20140609_035314_979.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,53,9/06/2014,3:53,8/06/2014,LIFEA,25,48,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035316_661.wav,LIFEA_20140609_035316_661.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,53,9/06/2014,3:53,8/06/2014,LIFEA,43,47,0,5,8,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035325_262.wav,LIFEA_20140609_035325_262.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,53,9/06/2014,3:53,8/06/2014,LIFEA,72,49,0,5,6,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035345_986.wav,LIFEA_20140609_035345_986.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,53,9/06/2014,3:53,8/06/2014,LIFEA,30,47,0,6,4,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035403_348.wav,LIFEA_20140609_035403_348.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,54,9/06/2014,3:54,8/06/2014,LIFEA,11,45,0,6,3,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035406_390.wav,LIFEA_20140609_035406_390.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,9,3,54,9/06/2014,3:54,8/06/2014,LIFEA,7,44,113,5,2,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035410_504.wav,LIFEA_20140609_035410_504.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,9,3,54,9/06/2014,3:54,8/06/2014,LIFEA,65,44,0,6,3,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035415_505.wav,LIFEA_20140609_035415_505.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,54,9/06/2014,3:54,8/06/2014,LIFEA,18,46,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035425_505.wav,LIFEA_20140609_035425_505.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,54,9/06/2014,3:54,8/06/2014,LIFEA,48,46,0,5,3,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035446_256.wav,LIFEA_20140609_035446_256.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,54,9/06/2014,3:54,8/06/2014,LIFEA,46,49,45,5,2,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035451_314.wav,LIFEA_20140609_035451_314.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,54,9/06/2014,3:54,8/06/2014,LIFEA,44,47,0,6,7,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035457_796.wav,LIFEA_20140609_035457_796.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,9,3,54,9/06/2014,3:54,8/06/2014,LIFEA,10,49,97,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035505_416.wav,LIFEA_20140609_035505_416.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,77,49,0,5,1,1,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035510_416.wav,LIFEA_20140609_035510_416.wav,,ChiroSp,ChiroSp,Main,Myosp,1,Myoalc,1,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,2,49,0,1,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035510_887.wav,LIFEA_20140609_035510_887.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,60,50,0,4,1,3,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035520_004.wav,LIFEA_20140609_035520_004.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,46,48,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035527_604.wav,LIFEA_20140609_035527_604.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,64,49,0,6,1,3,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035535_249.wav,LIFEA_20140609_035535_249.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,102,49,0,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035543_932.wav,LIFEA_20140609_035543_932.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,97,49,0,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035548_932.wav,LIFEA_20140609_035548_932.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,53,48,63,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035553_584.wav,LIFEA_20140609_035553_584.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,37,48,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035558_152.wav,LIFEA_20140609_035558_152.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,55,9/06/2014,3:55,8/06/2014,LIFEA,53,48,0,6,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035607_863.wav,LIFEA_20140609_035607_863.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,56,9/06/2014,3:56,8/06/2014,LIFEA,17,50,0,5,2,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035613_868.wav,LIFEA_20140609_035613_868.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,56,9/06/2014,3:56,8/06/2014,LIFEA,62,46,0,5,2,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140609_035626_132.wav,LIFEA_20140609_035626_132.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,9,3,56,9/06/2014,3:56,8/06/2014,LIFEA,23,49,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
