Directory,File,Id-avant-validation,Id,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Habitat1,Habitat2,SM2,Validation,Machine,Projet,Commentaires
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_182621_379.wav,Myosp,Myosp,Main,Myosp,10,Myobra,1,2013,10,27,18,26,27/10/2013,18:26,27/10/2013,0,34,64,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184647_458.wav,Myosp,Myosp,Main,Myosp,10,Myobra,1,2013,10,27,18,46,27/10/2013,18:46,27/10/2013,0,26,66,80,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184701_291.wav,Myosp,Myosp,Main,Myosp,8,Myobra,1,2013,10,27,18,47,27/10/2013,18:47,27/10/2013,0,45,52,0,2,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184728_367.wav,Myosp,Myosp,Main,Myosp,10,Myoema,0,2013,10,27,18,47,27/10/2013,18:47,27/10/2013,0,18,65,67,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184755_512.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myobra,0,2013,10,27,18,47,27/10/2013,18:47,27/10/2013,0,5,50,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184857_150.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myomyo,0,2013,10,27,18,48,27/10/2013,18:48,27/10/2013,0,48,30,0,6,7,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184857_150.wav,parasi,parasi,Secondary,parasi,0,parasi,0,2013,10,27,18,48,27/10/2013,18:48,27/10/2013,0,4,22,0,6,9,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184902_150.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myomyo,0,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,12,29,0,5,7,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184912_314.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myomyo,0,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,12,32,0,5,3,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184921_550.wav,ChiroSp,ChiroSp,Main,Myosp,1,Myobec,1,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,8,37,162,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184925_617.wav,parasi,parasi,Main,parasi,2,parasi,2,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,12,35,75,4,5,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184929_484.wav,parasi,parasi,Main,parasi,1,parasi,1,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,22,31,0,5,9,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184934_675.wav,Myosp,Myosp,Main,Myosp,7,Myoema,1,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,15,51,0,1,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184939_943.wav,ChiroSp,ChiroSp,Main,Myosp,4,Myoema,2,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,5,50,0,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184944_970.wav,Myosp,Myosp,Main,Myosp,9,Myoema,1,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,22,53,87,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184950_788.wav,Myosp,Myosp,Main,Myosp,7,Myoema,0,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,36,67,62,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_184959_065.wav,Myosp,Myosp,Main,Myosp,8,Myoema,3,2013,10,27,18,49,27/10/2013,18:49,27/10/2013,0,35,67,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_185016_117.wav,ChiroSp,ChiroSp,Main,Myosp,1,Myodau,1,2013,10,27,18,50,27/10/2013,18:50,27/10/2013,0,1,45,0,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_185028_254.wav,Myosp,Myosp,Main,Myosp,6,Myobra,1,2013,10,27,18,50,27/10/2013,18:50,27/10/2013,0,10,50,0,3,0,2,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_185051_213.wav,Myosp,Myosp,Main,Myosp,8,Myobra,1,2013,10,27,18,50,27/10/2013,18:50,27/10/2013,0,17,50,148,3,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_185104_000.wav,ChiroSp,ChiroSp,Main,Myosp,5,Myobra,1,2013,10,27,18,51,27/10/2013,18:51,27/10/2013,0,5,43,178,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_185925_293.wav,Myosp,Myosp,Main,Myosp,9,Myoema,1,2013,10,27,18,59,27/10/2013,18:59,27/10/2013,0,27,53,83,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_185929_898.wav,Myosp,Myosp,Main,Myosp,10,Myoema,1,2013,10,27,18,59,27/10/2013,18:59,27/10/2013,0,23,60,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190236_124.wav,parasi,parasi,Main,parasi,1,parasi,1,2013,10,27,19,2,27/10/2013,19:02,27/10/2013,0,10,28,0,5,8,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190238_910.wav,ChiroSp,ChiroSp,Main,Myosp,1,Myomyo,1,2013,10,27,19,2,27/10/2013,19:02,27/10/2013,0,10,29,0,6,5,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190313_930.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myomyo,0,2013,10,27,19,3,27/10/2013,19:03,27/10/2013,0,9,29,0,5,4,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190317_476.wav,ChiroSp,ChiroSp,Main,Barbar,1,Barbar,1,2013,10,27,19,3,27/10/2013,19:03,27/10/2013,0,3,24,0,5,10,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,A. Mazurie,SM2-B,Divers Plecotus,Cris sociaux
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190330_806.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myomyo,0,2013,10,27,19,3,27/10/2013,19:03,27/10/2013,0,14,30,0,5,7,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190335_142.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myomyo,0,2013,10,27,19,3,27/10/2013,19:03,27/10/2013,0,20,30,0,6,9,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190341_245.wav,ChiroSp,ChiroSp,Main,Plesp,4,Pleaus,1,2013,10,27,19,3,27/10/2013,19:03,27/10/2013,0,3,27,0,5,7,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190401_191.wav,ChiroSp,ChiroSp,Main,Barbar,0,Barbar,0,2013,10,27,19,4,27/10/2013,19:04,27/10/2013,0,6,39,108,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,A. Mazurie,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190639_906.wav,Myosp,Myosp,Main,Myosp,10,Myoema,1,2013,10,27,19,6,27/10/2013,19:06,27/10/2013,0,21,53,88,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190842_196.wav,Myosp,Myosp,Main,Myosp,6,Myoema,2,2013,10,27,19,8,27/10/2013,19:08,27/10/2013,0,1,66,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190852_559.wav,Myosp,Myosp,Main,Myosp,8,Myoema,3,2013,10,27,19,8,27/10/2013,19:08,27/10/2013,0,18,51,84,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190909_052.wav,Myosp,Myosp,Main,Myosp,9,Myoema,1,2013,10,27,19,9,27/10/2013,19:09,27/10/2013,0,27,65,73,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190923_164.wav,Myosp,Myosp,Main,Myosp,8,Myoema,0,2013,10,27,19,9,27/10/2013,19:09,27/10/2013,0,18,66,47,1,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_190928_164.wav,Myosp,Myosp,Main,Myosp,8,Myoema,1,2013,10,27,19,9,27/10/2013,19:09,27/10/2013,0,11,51,53,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_191309_142.wav,ChiroSp,ChiroSp,Main,Myosp,5,Myonat,5,2013,10,27,19,13,27/10/2013,19:13,27/10/2013,0,3,29,0,0,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_191316_428.wav,Myosp,Myosp,Main,Myosp,10,Myoema,1,2013,10,27,19,13,27/10/2013,19:13,27/10/2013,0,12,67,60,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_191716_616.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myomyo,0,2013,10,27,19,17,27/10/2013,19:17,27/10/2013,0,8,31,0,4,3,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_191816_827.wav,ChiroSp,ChiroSp,Main,Myosp,2,Myonat,2,2013,10,27,19,18,27/10/2013,19:18,27/10/2013,0,5,34,0,6,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_191954_246.wav,Myosp,Myosp,Main,Myosp,10,Myoema,1,2013,10,27,19,19,27/10/2013,19:19,27/10/2013,0,16,60,90,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_191956_925.wav,Myosp,Myosp,Main,Myosp,10,Myoema,1,2013,10,27,19,19,27/10/2013,19:19,27/10/2013,0,32,65,86,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_192003_064.wav,Myosp,Myosp,Main,Myosp,9,Myoema,1,2013,10,27,19,20,27/10/2013,19:20,27/10/2013,0,33,65,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_192009_676.wav,Myosp,Myosp,Main,Myosp,7,Myoema,2,2013,10,27,19,20,27/10/2013,19:20,27/10/2013,0,39,67,38,4,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_193020_248.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myodas,0,2013,10,27,19,30,27/10/2013,19:30,27/10/2013,0,7,36,53,6,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_195314_129.wav,Myosp,Myosp,Main,Myosp,8,Myomys,0,2013,10,27,19,53,27/10/2013,19:53,27/10/2013,0,4,50,117,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_195353_850.wav,Myosp,Myosp,Main,Myosp,9,Myoema,0,2013,10,27,19,53,27/10/2013,19:53,27/10/2013,0,45,51,0,2,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_200224_829.wav,Myosp,Myosp,Main,Myosp,9,Myoema,1,2013,10,27,20,2,27/10/2013,20:02,27/10/2013,0,25,63,61,2,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_200234_500.wav,Myosp,Myosp,Main,Myosp,10,Myoema,3,2013,10,27,20,2,27/10/2013,20:02,27/10/2013,0,9,67,69,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_200945_410.wav,ChiroSp,ChiroSp,Main,Myosp,2,Myoema,2,2013,10,27,20,9,27/10/2013,20:09,27/10/2013,0,2,98,0,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_201130_550.wav,Myosp,Myosp,Main,Myosp,10,Myobra,1,2013,10,27,20,11,27/10/2013,20:11,27/10/2013,0,14,51,0,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_202412_071.wav,ChiroSp,ChiroSp,Main,Myosp,1,Myomys,1,2013,10,27,20,24,27/10/2013,20:24,27/10/2013,0,1,52,0,3,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_202444_100.wav,Myosp,Myosp,Main,Myosp,10,Myoema,0,2013,10,27,20,24,27/10/2013,20:24,27/10/2013,0,5,53,91,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_202846_541.wav,Myosp,Myosp,Main,Myosp,7,Myobra,0,2013,10,27,20,28,27/10/2013,20:28,27/10/2013,0,10,41,146,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_204051_066.wav,ChiroSp,ChiroSp,Main,Myosp,4,Myoema,1,2013,10,27,20,40,27/10/2013,20:40,27/10/2013,0,5,50,0,2,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_204053_829.wav,Myosp,Myosp,Main,Myosp,6,Myoema,0,2013,10,27,20,40,27/10/2013,20:40,27/10/2013,0,27,52,50,3,4,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205101_864.wav,ChiroSp,ChiroSp,Main,Myosp,4,Myoema,1,2013,10,27,20,51,27/10/2013,20:51,27/10/2013,0,1,67,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205104_000.wav,Myosp,Myosp,Main,Myosp,7,Myoema,0,2013,10,27,20,51,27/10/2013,20:51,27/10/2013,0,9,51,0,3,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205114_294.wav,Myosp,Myosp,Main,Myosp,10,Myoema,1,2013,10,27,20,51,27/10/2013,20:51,27/10/2013,0,24,65,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205125_529.wav,Myosp,Myosp,Main,Myosp,10,Myoema,1,2013,10,27,20,51,27/10/2013,20:51,27/10/2013,0,18,65,82,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205220_230.wav,Myosp,Myosp,Main,Myosp,9,Myoema,0,2013,10,27,20,52,27/10/2013,20:52,27/10/2013,0,10,52,0,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205510_823.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myomyo,0,2013,10,27,20,55,27/10/2013,20:55,27/10/2013,0,10,35,107,6,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205519_114.wav,ChiroSp,ChiroSp,Main,Myosp,2,Myomyo,2,2013,10,27,20,55,27/10/2013,20:55,27/10/2013,0,2,35,0,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205832_152.wav,ChiroSp,ChiroSp,Main,Myosp,3,Myomyo,1,2013,10,27,20,58,27/10/2013,20:58,27/10/2013,0,5,35,62,6,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205839_876.wav,ChiroSp,ChiroSp,Main,Myosp,2,Myomyo,0,2013,10,27,20,58,27/10/2013,20:58,27/10/2013,0,10,35,171,7,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205849_146.wav,ChiroSp,ChiroSp,Main,Myosp,1,Myomyo,1,2013,10,27,20,58,27/10/2013,20:58,27/10/2013,0,4,35,87,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205900_420.wav,ChiroSp,ChiroSp,Main,Myosp,5,Myobec,1,2013,10,27,20,59,27/10/2013,20:59,27/10/2013,0,3,35,0,6,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205911_890.wav,ChiroSp,ChiroSp,Main,ENVsp,1,Eptser,1,2013,10,27,20,59,27/10/2013,20:59,27/10/2013,0,14,35,100,6,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205922_398.wav,ChiroSp,ChiroSp,Main,Barbar,0,Barbar,0,2013,10,27,20,59,27/10/2013,20:59,27/10/2013,0,1,35,0,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,A. Mazurie,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205926_537.wav,ChiroSp,ChiroSp,Main,Myosp,0,Myodas,0,2013,10,27,20,59,27/10/2013,20:59,27/10/2013,0,1,36,0,4,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205933_016.wav,ChiroSp,ChiroSp,Main,Barbar,1,Barbar,0,2013,10,27,20,59,27/10/2013,20:59,27/10/2013,0,3,35,0,6,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,A. Mazurie,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205944_877.wav,ChiroSp,ChiroSp,Main,Myosp,1,Myomyo,1,2013,10,27,20,59,27/10/2013,20:59,27/10/2013,0,7,35,103,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_205948_170.wav,ChiroSp,ChiroSp,Main,Myosp,1,Myomyo,0,2013,10,27,20,59,27/10/2013,20:59,27/10/2013,0,7,35,185,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
F:/SM2B - OrpJauche DLafontaine SUITE/,0_20131027_210313_402.wav,Myosp,Myosp,Main,Myosp,10,Myoema,3,2013,10,27,21,3,27/10/2013,21:03,27/10/2013,0,15,53,76,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
